Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024,History,Crime,Fantasy,War,Science Fiction,Action,Drama,Animation,Western,Romance,Documentary,Adventure,Mystery,Thriller,TV Movie,Family,Music,Horror,Comedy
The Little Rascals,1994,68.0,"Romance,Comedy,Family",3,English,53004639.8,67308282.0,14303642.200000003,"102,144,805.02","129,709,236.15","27,564,431.13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
The Queen's Corgi,2019,60.0,"Family,Animation",2,English,23060000.2,35515687.0,12455686.8,"25,760,377.21","39,674,652.48","13,914,275.27",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Aeronauts,2019,68.0,"Adventure,Drama,Romance",3,English,80000000.0,6628721.0,-73371279.0,"89,368,176.89","7,404,958.89","-81,963,218.01",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Pet Sematary II,1992,53.0,Horror,1,English,8000000.0,17092453.0,9092453.0,"16,284,818.25","34,793,436.31","18,508,618.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What's Eating Gilbert Grape,1994,77.0,"Romance,Drama",2,English,11000000.0,9170214.0,-1829786.0,"21,198,009.45","17,671,843.91","-3,526,165.54",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Peanuts Movie,2015,69.0,"Comedy,Animation,Family",3,English,99000000.0,250091610.0,151091610.0,"119,290,620.50","301,349,326.66","182,058,706.16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
The Marine,2006,60.0,Action,1,English,15000000.0,22165608.0,7165608.0,"21,249,627.98","31,400,728.26","10,151,100.28",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mine,2017,66.0,"War,Thriller",2,English,45177862.6,1600000.0,-43577862.6,"52,637,776.07","1,864,197.13","-50,773,578.94",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Room,2019,64.0,"Horror,Drama,Mystery,Science Fiction",4,English,39412225.8,44291.0,-39367934.8,"44,027,484.59","49,477.57","-43,978,007.01",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
The Circle,2017,55.0,"Drama,Thriller,Science Fiction",3,English,18000000.0,40651864.0,22651864.0,"20,972,217.69","47,364,430.07","26,392,212.38",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Matter of Faith,2014,49.0,Drama,1,English,167400000.0,997517367.8,830117367.8,"201,949,019.16","1,203,391,003.72","1,001,441,984.56",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unbroken,2015,74.0,"Drama,War",2,English,65000000.0,163527824.0,98527824.0,"78,322,124.57","197,043,793.89","118,721,669.31",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Iron Sky,2012,57.0,"Action,Comedy,Science Fiction",3,English,7500000.0,10109659.0,2609659.0,"9,329,348.76","12,575,537.96","3,246,189.20",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kangaroo Jack,2003,52.0,"Family,Comedy,Adventure,Crime",4,English,60000000.0,90558582.0,30558582.0,"93,128,804.35","140,560,207.75","47,431,403.40",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Evolution,2001,61.0,"Comedy,Science Fiction,Action",3,English,80000000.0,98341932.0,18341932.0,"129,009,599.10","158,588,165.27","29,578,566.17",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Planet Hulk,2010,70.0,"Science Fiction,Animation,Action",3,English,29800000.0,7000000.0,-22800000.0,"39,030,024.40","9,168,126.54","-29,861,897.86",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Birds,2012,75.0,Horror,1,English,2500000.0,11500000.0,9000000.0,"3,109,782.92","14,305,001.44","11,195,218.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yu-Gi-Oh! The Movie,2004,61.0,"Animation,Fantasy,Action,Science Fiction",4,English,20000000.0,29170410.0,9170410.0,"30,237,691.90","44,102,293.51","13,864,601.61",0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
47 Meters Down: Uncaged,2019,57.0,"Horror,Drama,Adventure",3,English,12000000.0,47582563.0,35582563.0,"13,405,226.53","53,154,586.34","39,749,359.81",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Death Proof,2007,68.0,"Action,Thriller",2,English,25000000.0,31126421.0,6126421.0,"34,435,256.73","42,873,851.92","8,438,595.20",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lemony Snicket's A Series of Unfortunate Events,2004,68.0,"Adventure,Comedy,Family",3,English,100000000.0,212956024.0,112956024.0,"151,188,459.50","321,964,932.10","170,776,472.60",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Safe,2012,65.0,"Action,Crime,Thriller",3,English,33000000.0,41495213.0,8495213.0,"41,049,134.56","51,616,441.88","10,567,307.32",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gridiron Gang,2006,70.0,"Crime,Drama",2,English,30000000.0,41457834.0,11457834.0,"42,499,255.95","58,730,903.28","16,231,647.33",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moneyball,2011,72.0,Drama,1,English,50000000.0,111300835.0,61300835.0,"63,482,766.44","141,313,698.26","77,830,931.82",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
After Porn Ends 3,2018,55.0,Documentary,1,English,500000.0,7758581.6,7258581.6,"568,671.92","8,824,175.00","8,255,503.08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shoot 'Em Up,2007,64.0,"Action,Thriller,Comedy,Crime",4,English,39000000.0,26796824.0,-12203176.0,"53,719,000.49","36,910,220.55","-16,808,779.94",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
The Ring Two,2005,57.0,"Drama,Horror,Thriller",3,English,50000000.0,161941727.0,111941727.0,"73,116,999.49","236,813,863.40","163,696,863.91",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Why Him?,2016,64.0,Comedy,1,English,38000000.0,117425156.0,79425156.0,"45,217,889.48","139,729,413.84","94,511,524.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poison Ivy,1992,54.0,"Thriller,Drama",2,English,3000000.0,1829804.0,-1170196.0,"6,106,806.84","3,724,753.20","-2,382,053.65",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Good Boys,2019,69.0,Comedy,1,English,20000000.0,111174248.0,91174248.0,"22,342,044.22","124,192,998.27","101,850,954.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Unleashed,2005,69.0,"Action,Crime",2,English,45000000.0,50871113.0,5871113.0,"65,805,299.54","74,390,862.86","8,585,563.32",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish Upon,2017,56.0,"Horror,Thriller,Fantasy",3,English,12000000.0,23477345.0,11477345.0,"13,981,478.46","27,353,999.45","13,372,520.99",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Freedom Writers,2007,79.0,"Crime,Drama",2,English,21000000.0,43632609.0,22632609.0,"28,925,615.65","60,100,003.70","31,174,388.05",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Strangers: Prey at Night,2018,56.0,Horror,1,English,5000000.0,32144262.0,27144262.0,"5,686,719.21","36,559,078.42","30,872,359.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devil,2010,61.0,"Horror,Mystery,Thriller",3,English,10000000.0,63354114.0,53354114.0,"13,097,323.62","82,976,933.39","69,879,609.77",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Jarhead 3: The Siege,2016,63.0,"War,Action,Drama",3,English,167000000.0,486643416.8,319643416.8,"198,720,724.81","579,078,637.79","380,357,912.98",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bone Collector,1999,68.0,"Drama,Mystery,Thriller,Crime",4,English,48000000.0,151463090.0,103463090.0,"82,284,273.71","259,646,465.72","177,362,192.01",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Halloween: The Curse of Michael Myers,1995,52.0,"Horror,Thriller",2,English,5000000.0,15126948.0,10126948.0,"9,369,914.70","28,347,642.48","18,977,727.78",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Mirrors,2008,62.0,"Horror,Mystery,Thriller,Drama,Fantasy",5,English,35000000.0,77220596.0,42220596.0,"46,426,779.93","102,431,531.91","56,004,751.98",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
The Descent,2006,70.0,"Adventure,Horror",2,English,7000000.0,57051053.0,50051053.0,"9,916,493.06","80,820,910.13","70,904,417.07",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
EuroTrip,2004,65.0,Comedy,1,English,25000000.0,20796847.0,-4203153.0,"37,797,114.88","31,442,432.60","-6,354,682.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Curious George,2006,64.0,"Adventure,Animation,Comedy,Family",4,English,50000000.0,71052604.0,21052604.0,"70,832,093.25","100,656,093.45","29,824,000.20",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Booksmart,2019,70.0,Comedy,1,English,6000000.0,24948141.0,18948141.0,"6,702,613.27","27,869,623.48","21,167,010.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Speed 2: Cruise Control,1997,46.0,"Action,Adventure,Thriller",3,English,110000000.0,150468000.0,40468000.0,"195,734,890.97","267,743,977.94","72,009,086.98",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Dragons: Dawn Of The Dragon Racers,2014,72.0,"Animation,Family,Adventure,Comedy,Fantasy",5,English,115140000.0,381739104.4,266599104.39999998,"138,903,285.94","460,524,717.50","321,621,431.56",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Red Corner,1997,62.0,"Crime,Drama,Thriller",3,English,48000000.0,22420000.0,-25580000.0,"85,411,588.79","39,894,329.60","-45,517,259.19",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Molly's Game,2018,71.0,"Drama,Crime",2,English,30000000.0,59284015.0,29284015.0,"34,120,315.24","67,426,309.36","33,305,994.11",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Baby,2005,80.0,Drama,1,English,30000000.0,231928227.0,201928227.0,"43,870,199.69","339,157,921.10","295,287,721.40",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Punisher: War Zone,2008,58.0,"Action,Crime",2,English,35000000.0,10157534.0,-24842466.0,"46,426,779.93","13,473,759.88","-32,953,020.06",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fences,2017,69.0,Drama,1,English,24000000.0,64282881.0,40282881.0,"27,962,956.92","74,897,476.33","46,934,519.42",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Avengers: The Movie,2006,68.0,"Action,Animation,Family,Adventure,Science Fiction",5,English,57104639.8,6700000.0,-50404639.8,"80,896,823.43","9,491,500.50","-71,405,322.93",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Science Fiction Volume One: The Osiris Child,2017,55.0,Science Fiction,1,English,88400000.0,235364405.4,146964405.4,"102,996,891.32","274,228,530.35","171,231,639.03",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Strange Thing About the Johnsons,2011,70.0,"Drama,Comedy",2,English,98000000.0,381840101.6,283840101.6,"124,426,222.22","484,805,319.74","360,379,097.52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Deadpool: No Good Deed,2017,72.0,"Action,Comedy,Crime",3,English,86000000.0,634448192.8,548448192.8,"100,200,595.63","739,210,311.78","639,009,716.15",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Nerve,2016,71.0,"Mystery,Adventure,Crime",3,English,20000000.0,85583945.0,65583945.0,"23,798,889.20","101,840,141.21","78,041,252.01",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Hot Fuzz,2007,75.0,"Crime,Action,Comedy",3,English,16000000.0,80976736.0,64976736.0,"22,038,564.30","111,538,187.72","89,499,623.41",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Skiptrace,2016,56.0,"Action,Comedy,Thriller,Mystery",4,English,32000000.0,58500000.0,26500000.0,"38,078,222.72","69,611,750.91","31,533,528.19",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
The Kingdom,2007,67.0,"Thriller,Action,Drama",3,English,72500000.0,86802457.0,14302457.0,"99,862,244.50","119,562,595.65","19,700,351.14",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Dukes of Hazzard,2005,55.0,"Comedy,Adventure,Action",3,English,53000000.0,109848461.0,56848461.0,"77,504,019.46","160,635,797.33","83,131,777.88",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Hugo,2012,72.0,"Adventure,Drama,Family",3,English,180000000.0,180047784.0,47784.0,"223,904,370.32","223,963,809.47","59,439.15",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Diary of a Wimpy Kid: Dog Days,2012,63.0,"Comedy,Family",2,English,22000000.0,77229695.0,55229695.0,"27,366,089.71","96,067,034.61","68,700,944.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Olaf's Frozen Adventure,2017,64.0,"Animation,Family,Adventure,Comedy,Fantasy",5,English,146600000.0,336800768.8,190200768.8,"170,807,061.85","392,414,391.18","221,607,329.33",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Doom,2005,51.0,"Action,Horror,Science Fiction",3,English,70000000.0,58757178.0,-11242822.0,"102,363,799.28","85,922,971.07","-16,440,828.21",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
James and the Giant Peach,1997,65.0,"Adventure,Animation,Family,Fantasy",4,English,38000000.0,28946127.0,-9053873.0,"67,617,507.79","51,506,972.84","-16,110,534.95",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Torque,2004,52.0,Action,1,English,40000000.0,46176322.0,6176322.0,"60,475,383.80","69,813,269.89","9,337,886.09",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial by Fire,2019,68.0,"Drama,Crime",2,English,54200004.0,130000.0,-54070004.0,"60,546,944.31","145,223.29","-60,401,721.03",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Get Rich or Die Tryin',2005,68.0,"Drama,Crime,Music",3,English,40000000.0,46666955.0,6666955.0,"58,493,599.59","68,242,954.50","9,749,354.91",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Euphoria,2019,64.0,Drama,1,English,80400000.0,411716817.2,331316817.2,"89,815,017.78","459,929,766.87","370,114,749.09",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sabotage,2014,56.0,"Action,Drama,Thriller,Crime",4,English,35000000.0,18376443.0,-16623557.0,"42,223,510.58","22,169,083.87","-20,054,426.71",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Guardian,2006,71.0,"Action,Adventure,Drama",3,English,70000000.0,94973540.0,24973540.0,"99,164,930.56","134,543,492.84","35,378,562.28",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Pitch Perfect,2012,73.0,"Comedy,Music,Romance",3,English,17000000.0,116044347.0,99044347.0,"21,146,523.86","144,349,091.36","123,202,567.50",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Les Misérables,2012,73.0,"History,Drama",2,English,65000000.0,438420442.0,373420442.0,"80,854,355.95","545,356,961.13","464,502,605.18",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunt for Red October,1990,74.0,"Action,Adventure,Thriller",3,English,30000000.0,200500000.0,170500000.0,"65,553,557.77","438,116,277.74","372,562,719.97",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Snakes on a Plane,2006,54.0,"Action,Crime,Thriller,Horror",4,English,33000000.0,62020814.0,29020814.0,"46,749,181.55","87,861,281.62","41,112,100.07",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Paul Blart: Mall Cop,2009,54.0,"Action,Adventure,Comedy,Family",4,English,26000000.0,185904750.0,159904750.0,"34,611,605.46","247,479,302.29","212,867,696.84",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
The Legend of Zorro,2005,61.0,"Action,Adventure,Western",3,English,80000000.0,141475336.0,61475336.0,"116,987,199.18","206,885,041.40","89,897,842.22",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Ninja: Shadow of a Tear,2013,65.0,"Action,Crime,Thriller",3,English,122800000.0,377993107.0,255193107.0,"150,547,379.99","463,402,865.74","312,855,485.75",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"O Brother, Where Art Thou?",2000,73.0,"Adventure,Comedy,Crime",3,English,26000000.0,75763814.0,49763814.0,"43,121,196.28","125,654,857.49","82,533,661.20",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ooops! Noah Is Gone...,2015,63.0,"Animation,Adventure,Comedy,Family",4,English,6000000.0,769028.0,-5230972.0,"7,229,734.58","926,644.72","-6,303,089.86",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Meet the Parents,2000,67.0,"Comedy,Romance",2,English,55000000.0,330425040.0,275425040.0,"91,217,915.21","548,012,423.34","456,794,508.12",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Resident Evil: Apocalypse,2004,63.0,"Horror,Action,Science Fiction",3,English,50000000.0,125168734.0,75168734.0,"75,594,229.75","189,240,680.71","113,646,450.96",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Zombie Wars,2007,41.0,Horror,1,English,118800000.0,162020273.4,43220273.400000006,"163,636,339.96","223,168,388.37","59,532,048.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Melancholia,2011,72.0,"Drama,Science Fiction",2,English,9400000.0,21817298.0,12417298.0,"11,934,760.09","27,700,448.67","15,765,688.57",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mars Needs Moms,2011,61.0,"Adventure,Animation,Family",3,English,150000000.0,39549758.0,-110450242.0,"190,448,299.32","50,214,561.00","-140,233,738.32",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Goal!,2006,67.0,Drama,1,English,10000000.0,27610873.0,17610873.0,"14,166,418.65","39,114,718.62","24,948,299.97",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lie with Me,2005,51.0,Drama,1,English,2200000.0,3269690.6,1069690.6,"3,217,147.98","4,781,399.32","1,564,251.34",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barbie in 'A Christmas Carol',2008,71.0,"Animation,Family",2,English,27642400.0,4496912.0,-23145488.0,"36,667,074.90","5,965,061.25","-30,702,013.65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hairspray,2007,67.0,"Comedy,Romance,Drama",3,English,75000000.0,202822861.0,127822861.0,"103,305,770.18","279,370,291.53","176,064,521.36",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Sex Drive,2008,63.0,"Comedy,Adventure,Romance",3,English,19000000.0,10412485.0,-8587515.0,"25,203,109.11","13,811,947.13","-11,391,161.97",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Austin Powers: International Man of Mystery,1997,65.0,"Science Fiction,Comedy,Crime",3,English,18000000.0,67683989.0,49683989.0,"32,029,345.79","120,437,438.25","88,408,092.45",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marauders,2016,58.0,"Action,Crime,Thriller",3,English,15000000.0,58328054.2,43328054.2,"17,849,166.90","69,407,144.96","51,557,978.06",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The World Is Not Enough,1999,63.0,"Adventure,Action,Thriller",3,English,135000000.0,361832400.0,226832400.0,"231,424,519.81","620,273,254.97","388,848,735.16",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Marley & Me,2009,72.0,"Comedy,Family",2,English,60000000.0,247812011.0,187812011.0,"79,872,935.67","329,891,213.55","250,018,277.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Animal Crackers,2018,63.0,"Comedy,Animation,Adventure",3,English,86600000.0,597825126.0,511225126.0,"98,493,976.67","679,932,725.33","581,438,748.66",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Bastille Day,2016,63.0,Action,1,English,20000000.0,14397593.0,-5602407.0,"23,798,889.20","17,132,336.03","-6,666,553.17",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcendence,2014,60.0,"Thriller,Science Fiction,Drama,Mystery",4,English,100000000.0,103039258.0,3039258.0,"120,638,601.65","124,305,120.00","3,666,518.35",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
The Girl with All the Gifts,2017,65.0,"Drama,Horror,Thriller,Science Fiction",4,English,5005600.0,172698181.6,167692581.6,"5,832,140.71","201,214,658.84","195,382,518.12",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Hurricane Heist,2018,57.0,"Action,Crime,Thriller",3,English,40000000.0,33222314.0,-6777686.0,"45,493,753.66","37,785,194.23","-7,708,559.43",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Patch Adams,1999,73.0,"Comedy,Drama",2,English,50000000.0,202173000.0,152173000.0,"85,712,785.11","346,576,218.10","260,863,432.98",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tremors 3: Back to Perfection,2001,58.0,"Action,Comedy,Horror,Science Fiction,Thriller",5,English,6000000.0,52604374.8,46604374.8,"9,675,719.93","84,830,866.30","75,155,146.36",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Mowgli: Legend of the Jungle,2018,65.0,"Adventure,Drama",2,English,175000000.0,20267371.6,-154732628.4,"199,035,172.26","23,050,970.27","-175,984,201.99",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Little Fockers,2010,56.0,"Comedy,Romance",2,English,100000000.0,310650574.0,210650574.0,"130,973,236.23","406,869,110.14","275,895,873.91",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Marmaduke,2010,53.0,"Family,Comedy",2,English,50000000.0,89895930.0,39895930.0,"65,486,618.12","117,739,608.76","52,252,990.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Sinister 2,2015,59.0,Horror,1,English,10000000.0,54104225.0,44104225.0,"12,049,557.63","65,193,197.70","53,143,640.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
City of Angels,1998,68.0,"Romance,Drama,Fantasy",3,English,55000000.0,198750909.0,143750909.0,"96,366,411.04","348,234,759.85","251,868,348.81",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cloud Atlas,2013,69.0,"Drama,Science Fiction",2,English,102000000.0,130673154.0,28673154.0,"125,047,498.04","160,199,519.30","35,152,021.26",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Universal Soldier,1992,63.0,"Thriller,Action,Science Fiction,Crime",4,English,23000000.0,183476938.8,160476938.8,"46,818,852.46","373,486,075.10","326,667,222.64",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Revolutionary Road,2008,70.0,"Drama,Romance",2,English,45000000.0,79604820.0,34604820.0,"59,691,574.20","105,594,155.99","45,902,581.79",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Atonement,2007,77.0,"Drama,Romance",2,English,30000000.0,129779728.0,99779728.0,"41,322,308.07","178,759,930.06","137,437,621.99",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sliver,1993,54.0,"Drama,Thriller",2,English,40000000.0,116300000.0,76300000.0,"79,057,439.45","229,859,505.19","150,802,065.74",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dark Skies,2013,63.0,"Science Fiction,Thriller,Horror",3,English,3500000.0,27704111.0,24204111.0,"4,290,845.52","33,964,017.31","29,673,171.79",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Inherent Vice,2015,66.0,"Drama,Mystery,Comedy",3,English,20000000.0,14744495.0,-5255505.0,"24,099,115.25","17,766,464.22","-6,332,651.04",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
The Wicker Man,2006,43.0,"Horror,Mystery,Thriller",3,English,40000000.0,38805380.0,-1194620.0,"56,665,674.60","54,973,325.90","-1,692,348.70",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Date Movie,2006,42.0,"Comedy,Romance",2,English,20000000.0,85146165.0,65146165.0,"28,332,837.30","120,621,621.99","92,288,784.69",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Spy Next Door,2010,59.0,"Action,Comedy,Family",3,English,28000000.0,46752858.0,18752858.0,"36,672,506.15","61,233,731.15","24,561,225.01",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
The Vow,2012,72.0,"Drama,Romance",2,English,30000000.0,197618160.0,167618160.0,"37,317,395.05","245,819,831.55","208,502,436.50",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Scooby-Doo! Pirates Ahoy!,2006,76.0,"Fantasy,Animation,Comedy,Family,Mystery,Adventure",6,English,169000000.0,833102553.0,664102553.0,"239,412,475.20","1,180,207,954.48","940,795,479.29",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
An American Tail: Fievel Goes West,1991,63.0,"Adventure,Animation,Family,Western",4,English,55048225.8,40766041.0,-14282184.799999997,"115,429,501.08","85,481,479.29","-29,948,021.79",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Michael Jackson: The Life of an Icon,2011,78.0,Documentary,1,English,101700000.0,716719914.2,615019914.2,"129,123,946.94","909,987,258.31","780,863,311.37",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faster,2011,63.0,"Crime,Drama,Action,Thriller",4,English,24000000.0,35792945.0,11792945.0,"30,471,727.89","45,444,703.35","14,972,975.46",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1408,2007,67.0,"Horror,Mystery",2,English,22500000.0,131263370.0,108763370.0,"30,991,731.05","180,803,513.78","149,811,782.73",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
