Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
"Angus, Thongs and Perfect Snogging",2008,64.0,"Comedy,Drama,Family,Romance", English,43160000.0,14924998.0,-28235002.0,57250852.055010855,19797702.790067952,-37453149.2649429
The Tall Man,2012,60.0,"Horror,Mystery,Thriller", English,18200000.0,23757836.0,5557836.0,22639219.66601915,29552685.054574598,6913465.38855545
The Gruffalo,2010,72.0,"Animation,Family", English,115500000.0,425732545.6,310232545.6,151274087.84899294,557595692.6690025,406321604.82000965
The Stanford Prison Experiment,2015,69.0,Thriller, English,57600000.0,643557.0,-56956443.0,69405451.92960843,775457.7157545662,-68629994.21385387
The Prodigy,2019,62.0,"Horror,Thriller", English,6000000.0,22413145.0,16413145.0,6702613.266994449,25037773.838678386,18335160.571683936
Alvin and the Chipmunks Meet the Wolfman,2000,69.0,"Family,Fantasy,Comedy,Animation,Music", English,129000000.0,447742008.2,318742008.2,213947473.86759585,742583500.765848,528636026.8982521
Bad Santa 2,2016,53.0,"Comedy,Crime,Drama,Mystery", English,26000000.0,23345113.0,-2654887.0,30938555.958784536,27779387.88133263,-3159168.0774519076
Third Person,2014,59.0,"Drama,Romance", English,28000000.0,1749201.0,-26250799.0,33778808.461746424,2110211.626431975,-31668596.83531445
Burning Bright,2010,63.0,"Drama,Horror,Thriller", English,8250689.0,58147.0,-8192542.0,10806194.394811425,76157.00767234106,-10730037.387139086
Holy Smoke,2000,56.0,"Comedy,Drama", English,153000000.0,281538098.0,128538098.0,253751655.05226487,466933060.9657957,213181405.91353083
Fired Up!,2009,61.0,Comedy, English,20000000.0,18599102.0,-1400898.0,26624311.890256695,24759414.626334853,-1864897.2639218413
Bixler High Private Eye,2019,77.0,"Adventure,Family,TV Movie", English,132600000.0,493834098.0,361234098.0,148127753.20057735,551663162.8248395,403535409.6242622
We Own the Night,2008,67.0,"Drama,Crime,Thriller", English,28000000.0,55307857.0,27307857.0,37141423.94671696,73364734.44362132,36223310.496904366
Wounds,2019,40.0,"Horror,Mystery,Thriller", English,101800000.0,858637629.0,756837629.0,113721005.09667249,959185993.9460096,845464988.8493372
The Domestics,2018,62.0,"Thriller,Horror", English,110000000.0,244165005.2,134165005.2,125107822.56169681,277699564.9667034,152591742.40500665
Shrek in the Swamp Karaoke Dance Party,2001,63.0,"Animation,Comedy,Music,Family,Romance", English,107000000.0,187789413.4,80789413.4,172550338.79164317,302832961.7163919,130282622.92474876
Churchill,2017,62.0,"Drama,History", English,10000000.0,7582196.0,-2417804.0,11651232.049608355,8834192.504161227,-2817039.545447128
The Glimmer Man,1996,55.0,"Action,Crime", English,45000000.0,36404841.0,-8595159.0,81910611.85468452,66265395.57294455,-15645216.281739963
Irrational Man,2015,65.0,"Drama,Comedy,Crime", English,11000000.0,27391084.0,16391084.0,13254513.389334943,33005044.51149074,19750531.122155797
Boogeyman,2005,49.0,"Thriller,Horror,Drama,Mystery", English,20000000.0,67192859.0,47192859.0,29246799.795186896,98258804.74196109,69012004.9467742
The Art of the Steal,2013,62.0,"Comedy,Crime", English,13200000.0,64065.0,-13135935.0,16182617.392909423,78540.86236945016,-16104076.530539973
Afternoon Delight,2013,58.0,"Comedy,Drama", English,84800000.0,182940447.4,98140447.4,103961057.19081205,224276914.08802056,120315856.89720851
The Death of Stalin,2018,70.0,"Comedy,Drama,History", English,13000000.0,24640027.0,11640027.0,14785469.939109623,28024182.962103806,13238713.022994183
Minions: Training Wheels,2013,70.0,"Animation,Comedy,Family", English,111000000.0,294668448.4,183668448.4,136081100.80401105,361250511.98632365,225169411.18231264
Spider-Man 2: Making the Amazing,2004,66.0,"Action,Adventure,Science Fiction,Documentary", English,65300000.0,588850518.0,523550518.0,98726064.05505559,890274026.935998,791547962.8809423
The Siege of Jadotville,2016,72.0,"War,Drama,Thriller", English,79500000.0,598192905.2,518692905.2000001,94600584.56628348,711816333.5260806,617215748.9597971
Urban Legend,1999,57.0,"Horror,Thriller", English,14000000.0,72571864.0,58571864.0,23999579.831932776,124406731.68715487,100407151.8552221
Hostile,2017,58.0,"Drama,Horror,Romance,Science Fiction", English,128000000.0,558825684.4,430825684.4,149135770.23498696,651100772.4225603,501965002.18757343
Trade,2007,68.0,Thriller, English,12000000.0,1513388.0,-10486612.0,16528923.228289492,2084556.1722178815,-14444367.056071611
Baby Geniuses,1999,41.0,"Science Fiction,Comedy,Family", English,13000000.0,27151490.0,14151490.0,22285324.129651863,46544596.557923175,24259272.428271312
3 from Hell,2019,59.0,"Drama,Horror,Crime", English,3000000.0,2295825.0,-704175.0,3351306.6334972247,2564671.183949589,-786635.4495476361
Contracted: Phase II,2015,53.0,"Drama,Horror,Thriller", English,88200000.0,455427004.8,367227004.8,106277098.26721291,548769393.9078463,442492295.6406334
Teeth,2007,53.0,"Comedy,Horror", English,2000000.0,2350641.0,350641.0,2754820.5380482487,3237797.052189137,482976.514140888
The Last Dragonslayer,2016,59.0,"Adventure,Comedy,Fantasy", English,144000000.0,304519414.6,160519414.60000002,171352002.2332682,362361190.35147727,191009188.1182091
Fighting,2009,59.0,Action, English,25000000.0,32831707.0,7831707.0,33280389.86282087,43706080.3528762,10425690.49005533
The Santa Clause 3: The Escape Clause,2006,55.0,"Comedy,Family,Adventure", English,12000000.0,84500122.0,72500122.0,16999702.380952384,119706410.4295139,102706708.04856153
Gringo,2018,59.0,"Comedy,Action,Crime", English,120600000.0,293448757.2,172848757.2,137163667.28127852,333752136.78843683,196588469.5071583
Carnage,2012,72.0,"Comedy,Drama", English,25000000.0,38112154.0,13112154.0,31097829.211564764,47408210.23907419,16310381.02750943
Trespass,2014,55.0,Thriller, English,35000000.0,786532.0,-34213468.0,42223510.57718303,948861.206322655,-41274649.370860375
Extremely Loud & Incredibly Close,2012,70.0,Drama, English,40000000.0,55247881.0,15247881.0,49756526.73850362,68723566.70555416,18967039.967050534
In the Bedroom,2001,69.0,"Drama,Thriller", English,1700000.0,42137871.0,40437871.0,2741453.9808018073,67952373.05615473,65210919.075352915
Alice in Wonderland,1999,63.0,"Fantasy,Family", English,200000000.0,1025491110.0,825491110.0,342851140.45618254,1757953982.9558825,1415102842.4997
Severance,2007,63.0,"Horror,Comedy,Thriller", English,10000000.0,5950002.0,-4049998.0,13774102.690241244,8195593.8555140775,-5578508.834727165
Out of the Dark,2015,50.0,"Thriller,Horror", English,1600000.0,419428.0,-1180572.0,1927929.220266901,505392.18562381604,-1422537.0346430847
The Catcher Was a Spy,2019,63.0,"Drama,War,Thriller", English,72044000.0,699828391.8,627784391.8,80480511.70122468,781779843.9163449,701299332.2151202
Alex Cross,2012,52.0,"Action,Thriller,Crime,Mystery", English,35000000.0,35426759.0,426759.0,43536960.89619067,44067812.036050595,530851.1398599267
Bordertown,2007,63.0,"Crime,Drama,Mystery,Thriller", English,21000000.0,8329799.0,-12670201.0,28925615.64950661,11473550.681506881,-17452064.96799973
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,60.0,"Documentary,Music", English,7000000.0,70642966.0,63642966.0,9285355.98667924,93706441.03783971,84421085.05116047
The Week Of,2018,54.0,Comedy, English,76000000.0,152911218.6,76911218.6,86438131.9517178,173912632.7663785,87474500.81466068
Empire Records,1995,66.0,"Music,Comedy,Drama", English,35690381.0,303.0,-35690078.0,66883165.10298557,567.8168307086614,-66882597.28615486
Body Snatchers,1994,61.0,"Horror,Science Fiction,Thriller", English,13000000.0,428868.0,-12571132.0,25052192.982456144,826467.9923076924,-24225724.99014845
Tokyo Mater,2008,62.0,"Animation,Comedy,Family", English,116000000.0,245087577.2,129087577.2,153871613.4935417,325103628.8878186,171232015.39427692
The Big Hit,1998,59.0,"Action,Adventure,Comedy,Thriller", English,13000000.0,27073371.0,14073371.0,22777515.337423317,47435701.783711664,24658186.446288347
Scooby-Doo! Mask of the Blue Falcon,2013,79.0,"Animation,Comedy,Fantasy,Adventure,Family,Mystery", English,116200000.0,803890282.4,687690282.4,142456071.2921269,985534004.9967506,843077933.7046237
Birth,2004,59.0,"Drama,Mystery,Romance", English,20000000.0,14603001.0,-5396999.0,30237691.900476445,22078052.25301747,-8159639.647458973
The Lords of Salem,2013,55.0,"Horror,Thriller", English,1500000.0,1541131.0,41131.0,1838933.794648798,1889358.585253931,50424.79060513314
The New Guy,2002,59.0,Comedy, English,13000000.0,28972187.0,15972187.0,20637770.983879935,45993950.785241805,25356179.80136187
Milk,2008,73.0,"History,Drama", English,20000000.0,57293371.0,37293371.0,26529588.533369254,75998477.91598353,49468889.38261428
The Brothers Bloom,2009,66.0,"Adventure,Comedy,Drama,Romance", English,20000000.0,5531756.0,-14468244.0,26624311.890256695,7363959.852239941,-19260352.038016755
But I'm a Cheerleader,2000,70.0,"Comedy,Romance", English,1200000.0,2509344.0,1309344.0,1990209.0592334499,4161765.967944252,2171556.908710802
Kingpin,1996,65.0,Comedy, English,25000000.0,32223424.0,7223424.0,45505895.474824734,58654230.57539835,13148335.100573614
Ali G Indahouse,2002,61.0,Comedy, English,7000000.0,25900000.0,18900000.0,11112645.914396888,41116789.88326848,30004143.968871597
The Mirror Has Two Faces,1996,67.0,"Comedy,Drama,Romance", English,42000000.0,41267469.0,-732531.0,76449904.39770555,75116525.2329828,-1333379.1647227535
Once Upon a Forest,1993,66.0,"Animation,Family,Adventure", English,13000000.0,6582052.0,-6417948.0,25693667.82006921,13009004.435570937,-12684663.384498272
Miracle on 34th Street,1994,67.0,"Fantasy,Drama,Family", English,92200000.0,46264384.0,-45935616.0,177677860.9986505,89155713.55249664,-88522147.44615386
First They Killed My Father,2017,74.0,"War,Drama,History", English,24000000.0,75320499.2,51320499.2,27962956.91906005,87757661.42715405,59794704.508094
Samsara,2013,81.0,Documentary, English,4000000.0,5966671.0,1966671.0,4903823.452396795,7314875.295633959,2411051.843237164
Rip Tide,2017,61.0,"Family,Drama", English,3400000.0,92382687.2,88982687.2,3961418.896866841,107637212.59335837,103675793.69649152
Mark Felt: The Man Who Brought Down the White House,2017,61.0,"Drama,History,Thriller", English,9146840.6,4372130.0,-4774710.6,10657196.235137891,5094070.118105418,-5563126.117032474
Alex Strangelove,2018,66.0,"Comedy,Drama", English,101600000.0,354385756.2,252785756.2,115554134.29334906,403058457.3187486,287504323.0253995
Kicks,2016,67.0,"Drama,Crime,Action", English,10000000.0,150191.0,-9849809.0,11899444.599532513,178718.9483848388,-11720725.651147675
Higher Learning,1995,63.0,"Romance,Drama,Crime", English,10420000.0,38290723.0,27870723.0,19526902.23097113,71756161.64819553,52229259.417224415
Cracks,2009,67.0,"Drama,Mystery,Thriller", English,8460004.0,101860.0,-8358144.0,11262089.25444096,135597.62045707734,-11126491.633983882
The 51st State,2001,61.0,"Thriller,Action,Comedy,Crime", English,27000000.0,12881605.0,-14118395.0,43540739.69508753,20773133.70962733,-22767605.985460196
Come and Find Me,2016,56.0,"Drama,Thriller,Mystery", English,65200000.0,587720958.2,522520958.2000001,77584378.788952,699355298.2085065,621770919.4195546
The Cold Light of Day,2012,53.0,"Action,Thriller,Mystery", English,20000000.0,25361206.0,5361206.0,24878263.36925181,31547138.111492462,6668874.7422406515
Bulletproof,1996,57.0,"Comedy,Crime,Action", English,25000000.0,22611954.0,-2388046.0,45505895.474824734,41159088.6082218,-4346806.866602932
Extraterrestrial,2014,55.0,"Horror,Science Fiction", English,102600000.0,642447723.0,539847723.0,123775205.29197082,775039949.3536472,651264744.0616764
Mary,2019,52.0,Horror, English,8200000.0,709528.0,-7490472.0,9160238.131559081,792615.2976840063,-8367622.833875075
Tulip Fever,2017,66.0,"Drama,Romance", English,25000000.0,6792768.0,-18207232.0,29128080.12402089,7914411.622715405,-21213668.501305483
Vamps,2012,53.0,"Comedy,Romance,Horror", English,16000000.0,94812.0,-15905188.0,19902610.69540145,117937.89532827515,-19784672.800073173
Secondhand Lions,2003,72.0,"Family,Comedy", English,30000000.0,47902566.0,17902566.0,46564402.17391305,74351811.61288044,27787409.43896739
Fading Gigolo,2014,58.0,Comedy, English,11883300.6,2681345.0,-9201955.6,14335847.67359844,3234737.1133879093,-11101110.560210532
The Marine 2,2009,60.0,Action, English,75600000.0,439951557.8,364351557.8,100639898.94517031,585670374.5735748,485030475.6284045
Marvin's Room,1996,67.0,Drama, English,23000000.0,12803305.0,-10196695.0,41865423.83683875,23305034.362492036,-18560389.47434672
The Babysitter,1995,53.0,"Drama,Thriller", English,157000000.0,536372973.0,379372973.0,294215321.5223097,1005153800.6819882,710938479.1596785
Thomas and the Magic Railroad,2000,53.0,"Animation,Drama,Family", English,19000000.0,15911332.0,-3088668.0,31511643.437862955,26389064.242392574,-5122579.195470384
12 Angry Men,1997,77.0,"Crime,Drama,TV Movie", English,340000.0,379.0,-339621.0,604998.7538940811,674.3956697819316,-604324.3582242992
A Stork's Journey,2017,60.0,"Family,Fantasy,Adventure,Animation,Comedy", English,138400000.0,329618652.2,191218652.2,161253051.56657964,384046340.46613497,222793288.89955533
A Futile and Stupid Gesture,2018,65.0,Comedy, English,10000000.0,169048197.8,159048197.8,11373438.41469971,192265926.6794275,180892488.2647278
The Fan,1996,59.0,"Thriller,Action", English,55000000.0,18582965.0,-36417035.0,100112970.0446144,33825378.51609305,-66287591.52852135
Wuthering Heights,2012,59.0,"Drama,Romance", English,8000000.0,2721534.0,-5278466.0,9951305.347700724,3385351.981018668,-6565953.366682056
ATL,2006,70.0,"Drama,Comedy,Mystery", English,17000000.0,21170563.0,4170563.0,24082911.70634921,29991105.853100203,5908194.146750993
Wild,2015,70.0,Drama, English,15000000.0,52460543.0,37460543.0,18074336.440002196,63212633.60048014,45138297.16047794
Get Carter,2001,51.0,"Action,Drama,Thriller,Crime", English,40000000.0,19417182.0,-20582818.0,64504799.54827782,31312535.817560706,-33192263.730717115
The Chamber,1996,60.0,"Crime,Drama", English,50000000.0,22540359.0,-27459641.0,91011790.94964947,41028768.824760996,-49983022.124888465
The Men Who Stare at Goats,2010,60.0,"Comedy,War", English,24000000.0,67348218.0,43348218.0,31433576.695894636,88208140.65978466,56774563.963890016
The Meyerowitz Stories (New and Selected),2017,65.0,"Comedy,Drama", English,73000000.0,572490615.4,499490615.4,85053993.96214099,667022100.6248491,581968106.662708
Dick,1999,59.0,Comedy, English,13000000.0,6276869.0,-6723131.0,22285324.129651863,10760158.47572029,-11525165.653931575
The Librarian: The Curse of the Judas Chalice,2008,62.0,"Fantasy,Adventure,Comedy", English,104000000.0,301396747.2,197396747.2,137953860.37352014,399796584.4255956,261842724.05207548
Minions: Orientation Day,2010,69.0,"Animation,Family,Comedy", English,116400000.0,187299322.0,70899322.0,152452846.97508898,245311983.4656694,92859136.49058041
Man of the House,2005,57.0,"Comedy,Action", English,50000000.0,22099706.0,-27900294.0,73116999.48796724,32317283.84572453,-40799715.64224271
Joe's Apartment,1996,56.0,"Comedy,Fantasy", English,13000000.0,4619014.0,-8380986.0,23663065.64690886,8407694.731230084,-15255370.915678777
The Search for Santa Paws,2010,63.0,"Family,Adventure", English,96200000.0,474833112.8,378633112.8,125996253.25604433,621904294.5395496,495908041.28350526
Hit & Run,2012,57.0,"Action,Comedy,Romance", English,22000000.0,17216955.0,-4783045.0,27366089.706176993,21416397.045327842,-5949692.660849151
Black Butterfly,2017,62.0,"Thriller,Mystery", English,142000000.0,609414498.8,467414498.7999999,165447495.10443863,710042973.9914572,544595478.8870184
Iron Man & Hulk: Heroes United,2013,58.0,"Action,Adventure,Animation,Family", English,108000000.0,535664841.4,427664841.4,132403233.21471345,656701452.9704324,524298219.7557189
Knight Moves,1992,59.0,"Mystery,Thriller", English,9000000.0,923418.0,-8076582.0,18320420.5274412,1879711.786956522,-16440708.740484677
Vantage Point,2008,64.0,"Drama,Action,Thriller,Crime", English,40000000.0,150886329.0,110886329.0,53059177.06673851,200147611.18402904,147088434.11729053
Your Friend the Rat,2007,67.0,"Animation,Family", English,112800000.0,356126924.8,243326924.8,155371878.34592122,490532883.2955021,335161004.9495809
Beowulf,1999,43.0,"Adventure,Fantasy,Action", English,150000000.0,195080579.0,45080579.0,257138355.3421369,334417994.9550121,77279639.61287516
Barbie: Dolphin Magic,2017,67.0,"Animation,Adventure,Family,Fantasy", English,145400000.0,524420200.6,379020200.6,169408914.0013055,611014144.8692763,441605230.8679708
Monster High: Escape from Skull Shores,2012,76.0,"Animation,Family,Fantasy", English,121000000.0,681749088.4,560749088.4,150513493.38397345,848036668.6481267,697523175.2641532
In Darkness,2018,61.0,"Thriller,Mystery", English,6600000.0,217427.0,-6382573.0,7506469.3537018085,247289.2594192914,-7259180.094282517
The Interpreter,2005,63.0,"Crime,Thriller", English,90000000.0,162753837.0,72753837.0,131610599.07834102,238001444.33187407,106390845.25353304
Superman vs. The Elite,2012,69.0,"Science Fiction,Animation,Action", English,3500000.0,275386400.2,271886400.2,4353696.0896190675,342556769.624289,338203073.53466994
The Great Debaters,2007,72.0,Drama, English,15000000.0,30261293.0,15261293.0,20661154.035361864,41682215.73214785,21021061.696785986
Holes,2014,68.0,"Adventure,Family,Drama,Comedy", English,20000000.0,71232214.0,51232214.0,24127720.329818875,85933546.89329043,61805826.563471556
Ouija House,2018,56.0,Horror, English,141600000.0,522659686.2,381059686.2,161047887.9521479,594443775.2841976,433395887.33204967
Grease Live,2016,71.0,"TV Movie,Music", English,68000000.0,499720701.4,431720701.4,80916223.27682109,594639880.1548829,513723656.8780619
Miller's Crossing,1991,75.0,"Drama,Thriller,Crime", English,14000000.0,5080409.0,-8919591.0,29356314.24375918,10653005.935058739,-18703308.308700442
Joyful Noise,2012,65.0,"Comedy,Music", English,27500000.0,31157914.0,3657914.0,34207612.13272124,38757739.52642491,4550127.393703668
I Am Wrath,2016,56.0,"Action,Crime,Drama,Thriller", English,18000000.0,309608.0,-17690392.0,21419000.279158525,368416.32435720623,-21050583.954801317
Richie Rich's Christmas Wish,1998,48.0,"Family,Comedy", English,6000000.0,3895290.8,-2104709.2,10512699.386503069,6825003.533901841,-3687695.852601228
Labor Day,2014,70.0,Drama, English,18000000.0,14189810.0,-3810190.0,21714948.296836987,17118388.360663358,-4596559.936173629
Never Let Me Go,2010,69.0,"Drama,Romance,Science Fiction", English,15000000.0,11173718.0,-3826282.0,19645985.434934147,14634580.072137434,-5011405.362796714
The Contract,2007,57.0,"Drama,Action,Thriller,Crime", English,25000000.0,5549200.0,-19450800.0,34435256.72560311,7643525.064868671,-26791731.660734437
Lords of Dogtown,2005,71.0,Drama, English,25000000.0,13424365.0,-11575635.0,36558499.74398362,19630985.776625708,-16927513.96735791
Bowling for Columbine,2002,75.0,"Documentary,Drama", English,3000000.0,58240487.0,55240487.0,4762562.534741524,92457987.13043359,87695424.59569205
Café Society,2016,65.0,"Comedy,Drama,Romance", English,30000000.0,44348292.0,14348292.0,35698333.798597544,52772004.3737891,17073670.575191557
The Crucible,1996,66.0,"Drama,History", English,25000000.0,7343114.0,-17656886.0,45505895.474824734,13366199.125748886,-32139696.349075846
Parkland,2013,62.0,"History,Drama", English,10000000.0,1616353.0,-8383647.0,12259558.630991986,1981577.437187979,-10277981.193804007
Too Big to Fail,2011,70.0,"Drama,TV Movie", English,147800000.0,479494795.0,331694795.0,187655057.59339198,608793121.5930763,421138063.9996844
Destroyer,2019,59.0,"Thriller,Crime,Drama,Action", English,9000000.0,5865489.0,-3134511.0,10053919.900491673,6552350.731468335,-3501569.1690233396
Another Gay Sequel: Gays Gone Wild!,2008,59.0,"Comedy,Romance", English,75600000.0,360738075.2,285138075.2,100281844.65613578,478511635.1687808,378229790.512645
Hot Summer Nights,2017,67.0,"Drama,Comedy,Crime", English,86000000.0,532143833.6,446143833.6,100200595.62663186,620013128.9041775,519812533.27754575
Parental Guidance,2012,59.0,Comedy, English,25000000.0,120832383.0,95832383.0,31097829.211564764,150304992.39041528,119207163.1788505
Palm Swings,2017,65.0,"Comedy,Drama,Romance", English,67900000.0,450423203.2,382523203.2,79111865.61684074,524798526.1011097,445686660.4842689
Two for the Money,2006,60.0,"Comedy,Crime,Drama,Thriller", English,35000000.0,30526509.0,-4473491.0,49582465.27777778,43245130.64412203,-6337334.633655755
American Ninja 4: The Annihilation,1991,52.0,"Action,Thriller", English,78000000.0,597766709.8,519766709.7999999,163556607.92951545,1253444812.6676285,1089888204.738113
ClownTown,2016,44.0,"Horror,Thriller", English,133300000.0,601247524.8,467947524.7999999,158619596.5117684,715451161.196365,556831564.6845965
Mara,2018,57.0,"Crime,Horror,Thriller", English,5000000.0,470901.0,-4529099.0,5686719.207349855,535576.3522920508,-5151142.855057804
Arena,2011,53.0,"Action,Thriller,Science Fiction", English,10000000.0,32144750.8,22144750.8,12696553.287780244,40812754.14546166,28116200.85768142
Filth,2013,69.0,"Crime,Drama,Comedy", English,5000000.0,9114264.0,4114264.0,6129779.315495993,11173685.388633955,5043906.073137961
Interstate 60,2002,74.0,"Adventure,Comedy,Fantasy", English,7000000.0,33746804.6,26746804.6,11112645.914396888,53573755.7517343,42461109.83733741
Donkey's Christmas Shrektacular,2010,58.0,"Fantasy,Animation,Drama,Comedy,Science Fiction,Family", English,124200000.0,343979776.0,219779776.0,162668759.40125474,450521444.6138607,287852685.21260595
We Are Marshall,2007,69.0,"Drama,History", English,65000000.0,43545364.0,-21454636.0,89531667.48656808,59979831.54199342,-29551835.94457466
The Santa Clause 2,2002,59.0,"Fantasy,Comedy,Family", English,65000000.0,172844592.0,107844592.0,103188854.91939968,274394392.73062813,171205537.81122848
Would You Rather,2012,60.0,"Thriller,Horror", English,100600000.0,610599012.0,509999012.0,125137664.74733661,759532151.6770474,634394486.9297107
Monster High: Electrified,2017,71.0,"Family,Animation", English,132171600.0,884020573.6,751848973.6,153996198.19680157,1029992883.9641483,875996685.7673466
Crystal Lake Memories: The Complete History of Friday the 13th,2013,78.0,Documentary, English,101700000.0,716719914.2,615019914.2,124679711.27718851,878666981.0134447,753987269.7362561
Havoc,2005,52.0,"Crime,Drama", English,9000000.0,4176154.6,-4823845.4,13161059.907834103,6106957.874997441,-7054102.032836663
Holmes & Watson,2018,43.0,"Mystery,Adventure,Comedy,Crime", English,42000000.0,41926605.0,-73395.0,47768441.34173878,47684965.990494095,-83475.35124468853
That Thing You Do!,1997,69.0,"Comedy,Drama,Romance,Music", English,2500000.0,34557416.0,32057416.0,4448520.249221184,61491745.93470406,57043225.685482875
Phineas and Ferb: Star Wars,2014,71.0,"Animation,Comedy,Family,Science Fiction,Adventure,TV Movie", English,95380000.0,876342110.2,780962110.2,115065098.2529062,1057206867.4074457,942141769.1545395
Madea's Witness Protection,2014,61.0,"Drama,Comedy,Crime", English,20000000.0,66899242.0,46899242.0,24127720.329818875,80706310.06264363,56578589.73282476
Hell Baby,2013,52.0,"Comedy,Horror", English,2500000.0,4607463.4,2107463.4000000004,3064889.6577479965,5648546.769244969,2583657.1114969724
The Adventures of Pinocchio,1996,53.0,"Family,Fantasy,Adventure,Drama", English,25000000.0,36682170.0,11682170.0,45505895.474824734,66770199.75239006,21264304.27756533
The People vs. Larry Flynt,1997,70.0,Drama, English,36000000.0,20300385.0,-15699615.0,64058691.58878506,36122669.4957944,-27936022.09299066
Incarnate,2016,54.0,"Horror,Thriller", English,5000000.0,9371036.0,4371036.0,5949722.2997662565,11151012.372222478,5201290.07245622
Triple Standard,2010,51.0,Drama, English,92000000.0,440080922.2,348080922.2,120495377.33426277,576388225.8489058,455892848.5146431
Drake & Josh Go Hollywood,2006,71.0,"TV Movie,Family,Comedy,Adventure", English,108400000.0,555975063.6,447575063.6,153563978.1746032,787617551.0359228,634053572.8613195
The Best Exotic Marigold Hotel,2011,69.0,"Drama,Comedy", English,10000000.0,134639780.0,124639780.0,12696553.287780244,170946114.14250088,158249560.85472062
Premium Rush,2012,63.0,"Crime,Action,Thriller", English,35000000.0,31393201.0,-3606799.0,43536960.89619067,39050416.12409297,-4486544.772097703
True Crime,1999,66.0,"Crime,Drama,Thriller,Mystery,Action", English,55000000.0,16649768.0,-38350232.0,94284063.6254502,28541959.735654265,-65742103.88979593
Arctic Apocalypse,2019,63.0,"Action,Science Fiction", English,179000000.0,187970757.4,8970757.400000006,199961295.79866776,209982548.7260392,10021252.927371446
Sofia the First: The Floating Palace,2013,70.0,"Animation,Family,Fantasy", English,92400000.0,539401838.6,447001838.6,113278321.75036596,661282846.5981576,548004524.8477918
A Street Cat Named Bob,2016,79.0,"Family,Drama", English,8000000.0,17368520.0,9368520.0,9519555.67962601,20667574.151587244,11148018.471961234
Driven,2019,63.0,"Thriller,History", English,72000000.0,54616869.0,-17383131.0,80431359.20393339,61012625.126849644,-19418734.077083748
NYC: Tornado Terror,2008,54.0,"Drama,Action,Science Fiction,Thriller", English,142800000.0,623397645.0,480597645.0,189421262.12825647,826924150.7260699,637502888.5978134
Superman II: The Richard Donner Cut,2006,75.0,"Science Fiction,Action,Adventure", English,54000000.0,112132861.0,58132861.0,76498660.71428573,158852105.34372523,82353444.6294395
Beethoven's Treasure Tail,2014,59.0,"Family,Comedy,Adventure,Action", English,138000000.0,869768998.6,731768998.6,166481270.27575022,1049277157.4883713,882795887.212621
Swing Kids,1993,67.0,"Music,Drama", English,72000000.0,5632086.0,-66367914.0,142303391.00346023,11131457.447543254,-131171933.55591698
Dug's Special Mission,2010,70.0,"Animation,Comedy,Family", English,111000000.0,294668448.4,183668448.4,145380292.21851268,385936803.02673626,240556510.8082236
Santa Buddies,2009,59.0,"Family,Adventure", English,112200000.0,328397514.2,216197514.2,149362389.70434007,437167892.1022901,287805502.39795
The Mistress of Spices,2005,61.0,"Drama,Romance,Fantasy", English,105400000.0,532774629.8,427374629.8,154130634.92063493,779097646.6857708,624967011.7651358
Flawless,2007,66.0,"Crime,Drama,Thriller", English,27000000.0,4485485.0,-22514515.0,37190077.263651356,6178353.100553675,-31011724.163097683
Picture of Beauty,2017,45.0,"Drama,Romance", English,100.0,2264858.8,2264758.8,116.51232049608356,2638839.5438397517,2638723.0315192556
Zombies: A Living History,2011,70.0,Documentary, English,100140523.8,625891229.0,525750705.2,127143949.66929257,794666134.1352767,667522184.4659841
Wrongfully Accused,1998,59.0,"Action,Adventure,Comedy", English,7221932.4,9623329.0,2401396.5999999996,12653667.385141106,16861194.1457362,4207526.760595092
The Final Wish,2019,50.0,Horror, English,102800000.0,545695337.6,442895337.6,114838107.30783823,609597468.2557958,494759360.94795763
Edtv,1999,60.0,Comedy, English,80000000.0,322381265.8,242381265.8,137140456.182473,552643923.2061886,415503467.02371556
Amelia,2009,56.0,"Adventure,Drama", English,40000000.0,19756077.0,-20243923.0,53248623.78051339,26299597.788796343,-26949025.991717048
High Life,2019,58.0,"Science Fiction,Drama,Mystery", English,8933400.0,2133033.0,-6800367.0,9979520.893228035,2382815.880789495,-7596705.01243854
Pinocchio 3000,2005,44.0,"Animation,Family,Fantasy,Science Fiction", English,148300000.0,872737414.6,724437414.6,216865020.4813108,1276238821.928761,1059373801.4474503
Down,2003,52.0,"Action,Horror,Mystery,Thriller", English,15000000.0,163169.0,-14836831.0,23282201.086956523,253262.23127717394,-23028938.855679348
Stratton,2018,50.0,"Action,Thriller", English,137800000.0,683325581.0,545525581.0,156725981.354562,777176141.2692399,620450159.9146779
Date and Switch,2014,58.0,Comedy, English,72440000.0,220176894.4,147736894.4,87390603.03460395,265618326.55856317,178227723.52395922
Sleeping Beauty,2014,45.0,"Fantasy,Adventure", English,119300000.0,898071082.0,778771082.0,143921851.76736957,1083420395.1396916,939498543.3723221
On the Basis of Sex,2019,74.0,"Drama,History", English,20000000.0,38794346.0,18794346.0,22342044.223314833,43337249.69732884,20995205.47401401
Take Your Pills,2018,66.0,Documentary, English,99000000.0,263932136.0,164932136.0,112597040.30552714,300181589.4456148,187584549.1400877
