Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Thriller,Animation,Adventure,Music,Comedy,History,Drama,Romance,Documentary,Mystery,Family,Fantasy,Action,Science Fiction,War,Horror,TV Movie,Western,Crime
Bastille Day,2016,63.0,Action,1,English,20000000.0,14397593.0,-5602407.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Transcendence,2014,60.0,"Thriller,Science Fiction,Drama,Mystery",4,English,100000000.0,103039258.0,3039258.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Girl with All the Gifts,2017,65.0,"Drama,Horror,Thriller,Science Fiction",4,English,5005600.0,172698181.6,167692581.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
The Hurricane Heist,2018,57.0,"Action,Crime,Thriller",3,English,40000000.0,33222314.0,-6777686.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Patch Adams,1999,73.0,"Comedy,Drama",2,English,50000000.0,202173000.0,152173000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tremors 3: Back to Perfection,2001,58.0,"Action,Comedy,Horror,Science Fiction,Thriller",5,English,6000000.0,52604374.8,46604374.8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Mowgli: Legend of the Jungle,2018,65.0,"Adventure,Drama",2,English,175000000.0,20267371.6,-154732628.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Fockers,2010,56.0,"Comedy,Romance",2,English,100000000.0,310650574.0,210650574.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marmaduke,2010,53.0,"Family,Comedy",2,English,50000000.0,89895930.0,39895930.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinister 2,2015,59.0,Horror,1,English,10000000.0,54104225.0,44104225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
City of Angels,1998,68.0,"Romance,Drama,Fantasy",3,English,55000000.0,198750909.0,143750909.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Cloud Atlas,2013,69.0,"Drama,Science Fiction",2,English,102000000.0,130673154.0,28673154.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Universal Soldier,1992,63.0,"Thriller,Action,Science Fiction,Crime",4,English,23000000.0,183476938.8,160476938.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Revolutionary Road,2008,70.0,"Drama,Romance",2,English,45000000.0,79604820.0,34604820.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Atonement,2007,77.0,"Drama,Romance",2,English,30000000.0,129779728.0,99779728.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sliver,1993,54.0,"Drama,Thriller",2,English,40000000.0,116300000.0,76300000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark Skies,2013,63.0,"Science Fiction,Thriller,Horror",3,English,3500000.0,27704111.0,24204111.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Inherent Vice,2015,66.0,"Drama,Mystery,Comedy",3,English,20000000.0,14744495.0,-5255505.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Wicker Man,2006,43.0,"Horror,Mystery,Thriller",3,English,40000000.0,38805380.0,-1194620.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Date Movie,2006,42.0,"Comedy,Romance",2,English,20000000.0,85146165.0,65146165.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Spy Next Door,2010,59.0,"Action,Comedy,Family",3,English,28000000.0,46752858.0,18752858.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Vow,2012,72.0,"Drama,Romance",2,English,30000000.0,197618160.0,167618160.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! Pirates Ahoy!,2006,76.0,"Fantasy,Animation,Comedy,Family,Mystery,Adventure",6,English,169000000.0,833102553.0,664102553.0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
An American Tail: Fievel Goes West,1991,63.0,"Adventure,Animation,Family,Western",4,English,55048225.8,40766041.0,-14282184.799999997,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Michael Jackson: The Life of an Icon,2011,78.0,Documentary,1,English,101700000.0,716719914.2,615019914.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Faster,2011,63.0,"Crime,Drama,Action,Thriller",4,English,24000000.0,35792945.0,11792945.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1408,2007,67.0,"Horror,Mystery",2,English,22500000.0,131263370.0,108763370.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Into the Blue,2005,59.0,"Action,Thriller,Adventure,Crime",4,English,50000000.0,41982227.0,-8017773.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Get Smart,2008,62.0,"Action,Comedy,Thriller",3,English,80000000.0,226739416.0,146739416.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tag,2018,67.0,"Comedy,Action",2,English,28000000.0,77024944.0,49024944.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
American Made,2017,68.0,"Action,Comedy,Crime,Drama,Thriller",5,English,50000000.0,135569212.0,85569212.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
X,2011,65.0,"Action,Thriller,Romance",3,English,1000000.0,15113105.0,14113105.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
King Arthur,2004,63.0,"Adventure,War,History,Action",4,English,90000000.0,203653524.0,113653524.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Day of Reckoning,2016,44.0,"Science Fiction,Horror,Action",3,English,74100000.0,852389639.0,778289639.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Mamma Mia! Here We Go Again,2018,71.0,"Comedy,Romance",2,English,75000000.0,395044706.0,320044706.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uncle Drew,2018,67.0,Comedy,1,English,18000000.0,46594261.0,28594261.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Gilmore,1996,66.0,Comedy,1,English,10000000.0,41004412.0,31004412.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainwreck,2015,58.0,"Comedy,Romance",2,English,35000000.0,141123897.0,106123897.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flightplan,2005,64.0,"Thriller,Drama,Mystery",3,English,55000000.0,214392904.0,159392904.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Machete Kills,2013,56.0,"Action,Crime,Thriller",3,English,20000000.0,18273009.0,-1726991.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Days of Thunder,1990,63.0,"Adventure,Action,Drama",3,English,60000000.0,157670733.0,97670733.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Adore,2013,61.0,Drama,1,English,16000000.0,1575749.0,-14424251.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Now Pronounce You Chuck & Larry,2007,60.0,"Comedy,Romance",2,English,85000000.0,187134117.0,102134117.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scared Shrekless,2010,65.0,"Animation,Comedy,Family",3,English,98000000.0,393840228.6,295840228.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Animatrix,2003,72.0,"Animation,Science Fiction",2,English,5000000.0,121345628.6,116345628.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wild Wild West,2000,53.0,"Action,Adventure,Comedy,Science Fiction,Western",5,English,175000000.0,221229335.0,46229335.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Darkest Hour,2018,74.0,"Drama,History",2,English,30000000.0,150807630.0,120807630.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Man with the Iron Heart,2018,66.0,"War,Action,History,Thriller",4,English,32679734.0,4412639.0,-28267095.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
The Marine 5: Battleground,2017,64.0,Action,1,English,67800000.0,348256501.8,280456501.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Exposed,2016,49.0,"Drama,Crime,Thriller,Mystery",4,English,3500017.4,1787926.0,-1712091.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Girls Trip,2017,68.0,Comedy,1,English,28000000.0,140886353.0,112886353.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gran Torino,2009,80.0,Drama,1,English,25000000.0,274543085.0,249543085.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Thirteenth Floor,1999,70.0,"Thriller,Science Fiction,Mystery",3,English,16000000.0,11810854.0,-4189146.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Behind Enemy Lines,2002,63.0,"Action,Drama,Thriller,War",4,English,40000000.0,58855732.0,18855732.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"I, Frankenstein",2014,53.0,"Horror,Thriller",2,English,65000000.0,74575290.0,9575290.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Rover,2014,63.0,"Crime,Drama",2,English,8500000.0,3180252.0,-5319748.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Scooby-Doo! Camp Scare,2010,80.0,"Animation,Comedy,Family,Mystery",4,English,109400000.0,1090154232.0,980754232.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TMNT,2007,61.0,"Adventure,Animation,Comedy,Family",4,English,35000000.0,96096018.0,61096018.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Die Another Day,2002,60.0,"Adventure,Action,Thriller",3,English,142000000.0,431942139.0,289942139.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Return to Never Land,2002,65.0,"Adventure,Fantasy,Animation,Family",4,English,20000000.0,109862682.0,89862682.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Snow White: A Tale of Terror,1997,60.0,"Fantasy,Horror",2,English,26000000.0,25798931.2,-201068.80000000075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Farm,2019,53.0,Horror,1,English,95000000.0,338365977.2,243365977.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Valkyrie,2009,69.0,"Drama,Thriller,History,War",4,English,90000000.0,203932174.0,113932174.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No Half Measures: Creating the Final Season of Breaking Bad,2013,85.0,Documentary,1,English,139800000.0,1075683451.4,935883451.4000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Still Know What You Did Last Summer,1998,53.0,"Horror,Mystery,Thriller",3,English,24000000.0,40020622.0,16020622.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Scooby-Doo! The Mystery Begins,2009,64.0,"Mystery,Comedy,Fantasy",3,English,105600000.0,358697830.6,253097830.60000002,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Addams Family Reunion,1998,48.0,"Family,Comedy,Fantasy,TV Movie",4,English,148800000.0,948498291.2,799698291.2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Fathers and Daughters,2016,72.0,Drama,1,English,2240000.0,74063742.6,71823742.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity: The Ghost Dimension,2015,53.0,"Horror,Thriller",2,English,10000000.0,77959374.0,67959374.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Scent of a Woman,1993,78.0,Drama,1,English,31000000.0,134095253.0,103095253.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lethal Weapon 4,1998,66.0,"Action,Adventure,Comedy,Crime,Thriller",5,English,140000000.0,285400000.0,145400000.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Suspiria,2018,69.0,"Fantasy,Horror,Thriller,Drama",4,English,20000000.0,8075343.0,-11924657.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Gremlins 2: The New Batch,1990,64.0,"Comedy,Horror,Fantasy",3,English,50000000.0,41476097.0,-8523903.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Escort,2015,60.0,"Drama,Comedy,Romance",3,English,158000000.0,315279503.4,157279503.39999998,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The One,2001,61.0,"Action,Science Fiction,Thriller",3,English,49000000.0,72689126.0,23689126.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
We Are Your Friends,2015,67.0,"Drama,Music,Romance,Comedy",4,English,2000000.0,10153415.0,8153415.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Beowulf,2007,59.0,"Adventure,Action,Animation",3,English,150000000.0,195080579.0,45080579.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Loft,2015,64.0,Thriller,1,English,14000000.0,10076790.0,-3923210.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster-in-Law,2005,62.0,"Romance,Comedy",2,English,45000000.0,155931301.0,110931301.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Isle of Dogs,2018,79.0,"Adventure,Comedy,Animation",3,English,62770198.0,64337744.0,1567546.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice League: Crisis on Two Earths,2010,73.0,"Action,Adventure,Animation,Science Fiction",4,English,76000000.0,488364590.2,412364590.2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Thelma & Louise,1991,76.0,"Drama,Thriller,Crime,Adventure",4,English,16000000.0,45361000.0,29361000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lake Placid,1999,59.0,"Horror,Comedy,Action,Science Fiction,Thriller",5,English,27000000.0,31770413.0,4770413.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
The Haunting in Connecticut 2: Ghosts of Georgia,2013,59.0,"Horror,Drama,Thriller",3,English,9000000.0,46207499.4,37207499.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Antichrist,2009,67.0,"Drama,Horror,Thriller",3,English,11000000.0,791867.0,-10208133.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Frequency,2000,72.0,"Science Fiction,Thriller",2,English,31000000.0,68079671.0,37079671.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Batman vs Teenage Mutant Ninja Turtles,2019,72.0,"Animation,Action,Family",3,English,129000000.0,545992467.0,416992467.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Justice League: The New Frontier,2008,68.0,"Action,Adventure,Animation,Science Fiction,Family",5,English,3500000.0,5231128.0,1731128.0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
How to Lose a Guy in 10 Days,2003,67.0,"Comedy,Romance",2,English,50000000.0,178503788.0,128503788.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Momma's House,2000,58.0,"Crime,Comedy",2,English,33000000.0,173559438.0,140559438.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Cobbler,2014,58.0,"Fantasy,Comedy,Drama",3,English,176800000.0,744477889.0,567677889.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Accepted,2006,64.0,Comedy,1,English,23000000.0,38505009.0,15505009.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet 51,2009,58.0,"Animation,Family,Comedy,Science Fiction,Adventure",5,English,60000000.0,108996113.0,48996113.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Shark Night 3D,2011,49.0,"Thriller,Horror",2,English,25000000.0,18877153.0,-6122847.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zebra Lounge,2001,39.0,Thriller,1,English,102000000.0,813941432.2,711941432.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York,2003,73.0,"Drama,History,Crime",3,English,97000000.0,183124621.0,86124621.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Starsky & Hutch,2004,58.0,"Comedy,Crime",2,English,60000000.0,170200225.0,110200225.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hustlers,2019,65.0,"Drama,Comedy,Crime",3,English,20700000.0,150467919.0,129767919.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The X Files,1998,68.0,"Mystery,Science Fiction,Thriller",3,English,66000000.0,189198313.0,123198313.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Pink Panther,2006,58.0,"Comedy,Mystery,Crime,Adventure,Family",5,English,80000000.0,158926474.0,78926474.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Improper Conduct,1994,30.0,Thriller,1,English,15541000.0,38139010.0,22598010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Day,2012,51.0,"Action,Drama,Horror,Science Fiction",4,English,136800000.0,851439386.0,714639386.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
Dredd,2012,68.0,"Action,Science Fiction",2,English,45000000.0,41467606.0,-3532394.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Little Mermaid Live!,2019,71.0,Music,1,English,48300000.0,354965688.6,306665688.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Swan Princess,2004,66.0,"Family,Animation,Fantasy,Adventure,Comedy",5,English,20000000.0,9771658.0,-10228342.0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ride Along 2,2016,62.0,"Action,Comedy",2,English,40000000.0,124827316.0,84827316.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ninja,2009,60.0,"Action,Crime,Drama,Thriller",4,English,10000000.0,194243.0,-9805757.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Eastern Promises,2007,74.0,"Thriller,Crime,Mystery",3,English,50000000.0,56077088.0,6077088.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Last of the Mohicans,1993,74.0,"Action,Adventure,Drama,History,Romance,War",6,English,40000000.0,75505856.0,35505856.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
Diary of a Wimpy Kid: Rodrick Rules,2011,66.0,"Family,Comedy",2,English,18000000.0,73695194.0,55695194.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Superman/Batman: Public Enemies,2009,70.0,"Science Fiction,Animation,Action,Adventure,Family",5,English,96600000.0,408896200.6,312296200.6,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Eragon,2006,51.0,"Fantasy,Action,Adventure,Family",4,English,100000000.0,249488115.0,149488115.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Monster High: Fright On!,2011,63.0,"Family,Animation,Fantasy",3,English,102200000.0,553259177.0,451059177.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Van Wilder: Freshman Year,2009,54.0,Comedy,1,English,6000000.0,20543.0,-5979457.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Pounds,2009,76.0,Drama,1,English,54000000.0,166617328.0,112617328.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vanilla Sky,2001,68.0,"Mystery,Science Fiction,Drama,Romance,Fantasy,Thriller",6,English,70000000.0,202726605.0,132726605.0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
The American,2010,59.0,"Crime,Drama,Thriller",3,English,20000000.0,67950723.0,47950723.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,63.0,"Action,Thriller",2,English,95200000.0,405026088.6,309826088.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wonder Woman: Bloodlines,2019,70.0,"Science Fiction,Animation,Action,Fantasy",4,English,97580000.0,653742013.4,556162013.4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Tremors 5: Bloodlines,2015,55.0,"Action,Adventure,Comedy,Horror,Science Fiction",5,English,182600000.0,391973824.0,209373824.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Superman/Batman: Apocalypse,2010,72.0,"Science Fiction,Action,Adventure,Animation,Family",5,English,3500000.0,169263708.8,165763708.8,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Papillon,2018,73.0,Drama,1,English,13500000.0,53292989.0,39792989.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark City,1998,73.0,"Mystery,Science Fiction",2,English,27000000.0,27257061.0,257061.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Horns,2015,63.0,"Drama,Fantasy,Thriller",3,English,139000000.0,209282732.0,70282732.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Shame,2012,70.0,Drama,1,English,6500000.0,20412841.0,13912841.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enemy,2014,69.0,"Thriller,Mystery",2,English,24953000.0,3396726.0,-21556274.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Waiting...,2005,63.0,Comedy,1,English,1125000.0,18673274.0,17548274.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Queen of Scots,2019,66.0,"Drama,History",2,English,25000000.0,48481754.0,23481754.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Crazies,2010,62.0,"Mystery,Horror,Action",3,English,19000000.0,56445534.0,37445534.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Dreamcatcher,2003,56.0,"Drama,Horror,Science Fiction,Thriller",4,English,68000000.0,75685268.0,7685268.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Captain Phillips,2013,76.0,"Action,Drama,Thriller",3,English,55000000.0,220648184.0,165648184.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Samson and Delilah,1996,63.0,"Adventure,Drama,History",3,English,110000000.0,380285773.6,270285773.6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13 Sins,2017,63.0,"Horror,Thriller",2,English,4000000.0,47552.0,-3952448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Scooby-Doo! and the Cyber Chase,2005,73.0,"Animation,Adventure,Comedy",3,English,174000000.0,613598751.2,439598751.20000005,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquamarine,2006,64.0,"Fantasy,Romance,Family,Comedy",4,English,12000000.0,22978953.0,10978953.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
What Women Want,2001,64.0,"Comedy,Romance",2,English,65000000.0,374105123.0,309105123.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triangle,2010,69.0,Horror,1,English,12000000.0,1594955.0,-10405045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kin,2018,62.0,"Science Fiction,Action",2,English,30000000.0,10383524.0,-19616476.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Happy Death Day 2U,2019,63.0,"Comedy,Horror,Science Fiction",3,English,9000000.0,64686515.0,55686515.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Green Lantern: First Flight,2009,69.0,"Action,Adventure,Animation,Fantasy,Science Fiction",5,English,3500000.0,266970289.8,263470289.8,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
The Assignment,2016,55.0,"Action,Crime,Thriller",3,English,5000000.0,388789.0,-4611211.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Paranormal Activity 4,2012,54.0,Horror,1,English,5000000.0,142817992.0,137817992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Definitely, Maybe",2008,69.0,"Comedy,Romance",2,English,7000000.0,55617866.0,48617866.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dante's Inferno: An Animated Epic,2010,70.0,"Action,Adventure,Animation,Horror",4,English,140500000.0,650589449.4,510089449.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Speed Racer,2008,62.0,"Family,Action,Adventure,Comedy",4,English,120000000.0,93394462.0,-26605538.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Edge,1997,68.0,"Action,Adventure,Drama",3,English,60804639.8,43312294.0,-17492345.799999997,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mandy,2018,62.0,"Horror,Action,Thriller,Fantasy",4,English,6000000.0,1474224.0,-4525776.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Have a Little Faith,2011,65.0,"Drama,TV Movie",2,English,11000000.0,276448971.6,265448971.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Billy Madison,1995,62.0,Comedy,1,English,10000000.0,26488734.0,16488734.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacondas: Trail of Blood,2009,48.0,"Action,Horror,Adventure",3,English,117000000.0,524253075.6,407253075.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
S.W.A.T.: Under Siege,2017,58.0,"Action,Crime,Thriller",3,English,144000000.0,446230447.4,302230447.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Chestnut: Hero of Central Park,2004,71.0,"Family,Comedy",2,English,6.0,10.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Malcolm X,1993,75.0,"Drama,History",2,English,35000000.0,48169910.0,13169910.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Grave Encounters 2,2012,55.0,Horror,1,English,49200000.0,427304425.6,378104425.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
